"","sample","healthy","nbl","tool","unknown","reference","DMRtool","direction","top","collapse_approach","min_cpgs","min_counts"
"882","20M_mix_Bmap_CLBGA_50_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"883","20M_mix_Bmap_CLBGA_50_rep48",0.413492537,0.586507463,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"884","20M_mix_Bmap_CLBGA_50_rep49",0.41629921,0.58370079,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"885","20M_mix_Bmap_CLBGA_50_rep5",0.350457527,0.649542473,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"886","20M_mix_Bmap_CLBGA_50_rep50",0.338382004,0.661617996,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"887","20M_mix_Bmap_CLBGA_50_rep51",0.395494354,0.604505646,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"888","20M_mix_Bmap_CLBGA_50_rep52",0.30391616,0.69608384,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"889","20M_mix_Bmap_CLBGA_50_rep53",0.392980877,0.607019123,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"890","20M_mix_Bmap_CLBGA_50_rep54",0.373913506,0.626086494,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"891","20M_mix_Bmap_CLBGA_50_rep55",0.410469431,0.589530569,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"892","20M_mix_Bmap_CLBGA_50_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"893","20M_mix_Bmap_CLBGA_50_rep57",0.400468362,0.599531638,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"894","20M_mix_Bmap_CLBGA_50_rep58",0.401851741,0.598148259,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"895","20M_mix_Bmap_CLBGA_50_rep59",0.371035348,0.628964652,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"896","20M_mix_Bmap_CLBGA_50_rep6",0.208003585,0.791996415,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"897","20M_mix_Bmap_CLBGA_50_rep60",0.356019355,0.643980645,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"898","20M_mix_Bmap_CLBGA_50_rep7",0.342483458,0.657516542,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"899","20M_mix_Bmap_CLBGA_50_rep8",0.317900311,0.682099689,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"900","20M_mix_Bmap_CLBGA_50_rep9",0.345201361,0.654798639,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"2701","20M_mix_Bmap_CLBGA_0_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2702","20M_mix_Bmap_CLBGA_0_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2703","20M_mix_Bmap_CLBGA_0_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2704","20M_mix_Bmap_CLBGA_0_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2705","20M_mix_Bmap_CLBGA_0_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2706","20M_mix_Bmap_CLBGA_0_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2707","20M_mix_Bmap_CLBGA_0_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2708","20M_mix_Bmap_CLBGA_0_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2709","20M_mix_Bmap_CLBGA_0_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2710","20M_mix_Bmap_CLBGA_0_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2711","20M_mix_Bmap_CLBGA_0_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2712","20M_mix_Bmap_CLBGA_0_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2713","20M_mix_Bmap_CLBGA_0_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2714","20M_mix_Bmap_CLBGA_0_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2715","20M_mix_Bmap_CLBGA_0_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2716","20M_mix_Bmap_CLBGA_0_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2717","20M_mix_Bmap_CLBGA_0_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2718","20M_mix_Bmap_CLBGA_0_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2719","20M_mix_Bmap_CLBGA_0_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2720","20M_mix_Bmap_CLBGA_0_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2721","20M_mix_Bmap_CLBGA_0_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2722","20M_mix_Bmap_CLBGA_0_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2723","20M_mix_Bmap_CLBGA_0_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2724","20M_mix_Bmap_CLBGA_0_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2725","20M_mix_Bmap_CLBGA_0_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2726","20M_mix_Bmap_CLBGA_0_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2727","20M_mix_Bmap_CLBGA_0_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2728","20M_mix_Bmap_CLBGA_0_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2729","20M_mix_Bmap_CLBGA_0_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2730","20M_mix_Bmap_CLBGA_0_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2731","20M_mix_Bmap_CLBGA_0_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2732","20M_mix_Bmap_CLBGA_0_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2733","20M_mix_Bmap_CLBGA_0_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2734","20M_mix_Bmap_CLBGA_0_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2735","20M_mix_Bmap_CLBGA_0_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2736","20M_mix_Bmap_CLBGA_0_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2737","20M_mix_Bmap_CLBGA_0_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2738","20M_mix_Bmap_CLBGA_0_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2739","20M_mix_Bmap_CLBGA_0_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2740","20M_mix_Bmap_CLBGA_0_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2741","20M_mix_Bmap_CLBGA_0_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2742","20M_mix_Bmap_CLBGA_0_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2743","20M_mix_Bmap_CLBGA_0_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2744","20M_mix_Bmap_CLBGA_0_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2745","20M_mix_Bmap_CLBGA_0_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2746","20M_mix_Bmap_CLBGA_0_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2747","20M_mix_Bmap_CLBGA_0_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2748","20M_mix_Bmap_CLBGA_0_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2749","20M_mix_Bmap_CLBGA_0_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2750","20M_mix_Bmap_CLBGA_0_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2751","20M_mix_Bmap_CLBGA_0_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2752","20M_mix_Bmap_CLBGA_0_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2753","20M_mix_Bmap_CLBGA_0_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2754","20M_mix_Bmap_CLBGA_0_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2755","20M_mix_Bmap_CLBGA_0_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2756","20M_mix_Bmap_CLBGA_0_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2757","20M_mix_Bmap_CLBGA_0_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2758","20M_mix_Bmap_CLBGA_0_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2759","20M_mix_Bmap_CLBGA_0_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2760","20M_mix_Bmap_CLBGA_0_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2761","20M_mix_Bmap_CLBGA_0-01_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2762","20M_mix_Bmap_CLBGA_0-01_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2763","20M_mix_Bmap_CLBGA_0-01_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2764","20M_mix_Bmap_CLBGA_0-01_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2765","20M_mix_Bmap_CLBGA_0-01_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2766","20M_mix_Bmap_CLBGA_0-01_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2767","20M_mix_Bmap_CLBGA_0-01_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2768","20M_mix_Bmap_CLBGA_0-01_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2769","20M_mix_Bmap_CLBGA_0-01_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2770","20M_mix_Bmap_CLBGA_0-01_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2771","20M_mix_Bmap_CLBGA_0-01_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2772","20M_mix_Bmap_CLBGA_0-01_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2773","20M_mix_Bmap_CLBGA_0-01_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2774","20M_mix_Bmap_CLBGA_0-01_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2775","20M_mix_Bmap_CLBGA_0-01_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2776","20M_mix_Bmap_CLBGA_0-01_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2777","20M_mix_Bmap_CLBGA_0-01_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2778","20M_mix_Bmap_CLBGA_0-01_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2779","20M_mix_Bmap_CLBGA_0-01_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2780","20M_mix_Bmap_CLBGA_0-01_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2781","20M_mix_Bmap_CLBGA_0-01_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2782","20M_mix_Bmap_CLBGA_0-01_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2783","20M_mix_Bmap_CLBGA_0-01_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2784","20M_mix_Bmap_CLBGA_0-01_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2785","20M_mix_Bmap_CLBGA_0-01_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2786","20M_mix_Bmap_CLBGA_0-01_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2787","20M_mix_Bmap_CLBGA_0-01_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2788","20M_mix_Bmap_CLBGA_0-01_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2789","20M_mix_Bmap_CLBGA_0-01_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2790","20M_mix_Bmap_CLBGA_0-01_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2791","20M_mix_Bmap_CLBGA_0-01_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2792","20M_mix_Bmap_CLBGA_0-01_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2793","20M_mix_Bmap_CLBGA_0-01_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2794","20M_mix_Bmap_CLBGA_0-01_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2795","20M_mix_Bmap_CLBGA_0-01_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2796","20M_mix_Bmap_CLBGA_0-01_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2797","20M_mix_Bmap_CLBGA_0-01_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2798","20M_mix_Bmap_CLBGA_0-01_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2799","20M_mix_Bmap_CLBGA_0-01_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2800","20M_mix_Bmap_CLBGA_0-01_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2801","20M_mix_Bmap_CLBGA_0-01_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2802","20M_mix_Bmap_CLBGA_0-01_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2803","20M_mix_Bmap_CLBGA_0-01_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2804","20M_mix_Bmap_CLBGA_0-01_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2805","20M_mix_Bmap_CLBGA_0-01_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2806","20M_mix_Bmap_CLBGA_0-01_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2807","20M_mix_Bmap_CLBGA_0-01_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2808","20M_mix_Bmap_CLBGA_0-01_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2809","20M_mix_Bmap_CLBGA_0-01_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2810","20M_mix_Bmap_CLBGA_0-01_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2811","20M_mix_Bmap_CLBGA_0-01_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2812","20M_mix_Bmap_CLBGA_0-01_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2813","20M_mix_Bmap_CLBGA_0-01_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2814","20M_mix_Bmap_CLBGA_0-01_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2815","20M_mix_Bmap_CLBGA_0-01_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2816","20M_mix_Bmap_CLBGA_0-01_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2817","20M_mix_Bmap_CLBGA_0-01_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2818","20M_mix_Bmap_CLBGA_0-01_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2819","20M_mix_Bmap_CLBGA_0-01_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2820","20M_mix_Bmap_CLBGA_0-01_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2821","20M_mix_Bmap_CLBGA_0-1_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2822","20M_mix_Bmap_CLBGA_0-1_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2823","20M_mix_Bmap_CLBGA_0-1_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2824","20M_mix_Bmap_CLBGA_0-1_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2825","20M_mix_Bmap_CLBGA_0-1_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2826","20M_mix_Bmap_CLBGA_0-1_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2827","20M_mix_Bmap_CLBGA_0-1_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2828","20M_mix_Bmap_CLBGA_0-1_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2829","20M_mix_Bmap_CLBGA_0-1_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2830","20M_mix_Bmap_CLBGA_0-1_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2831","20M_mix_Bmap_CLBGA_0-1_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2832","20M_mix_Bmap_CLBGA_0-1_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2833","20M_mix_Bmap_CLBGA_0-1_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2834","20M_mix_Bmap_CLBGA_0-1_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2835","20M_mix_Bmap_CLBGA_0-1_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2836","20M_mix_Bmap_CLBGA_0-1_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2837","20M_mix_Bmap_CLBGA_0-1_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2838","20M_mix_Bmap_CLBGA_0-1_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2839","20M_mix_Bmap_CLBGA_0-1_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2840","20M_mix_Bmap_CLBGA_0-1_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2841","20M_mix_Bmap_CLBGA_0-1_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2842","20M_mix_Bmap_CLBGA_0-1_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2843","20M_mix_Bmap_CLBGA_0-1_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2844","20M_mix_Bmap_CLBGA_0-1_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2845","20M_mix_Bmap_CLBGA_0-1_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2846","20M_mix_Bmap_CLBGA_0-1_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2847","20M_mix_Bmap_CLBGA_0-1_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2848","20M_mix_Bmap_CLBGA_0-1_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2849","20M_mix_Bmap_CLBGA_0-1_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2850","20M_mix_Bmap_CLBGA_0-1_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2851","20M_mix_Bmap_CLBGA_0-1_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2852","20M_mix_Bmap_CLBGA_0-1_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2853","20M_mix_Bmap_CLBGA_0-1_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2854","20M_mix_Bmap_CLBGA_0-1_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2855","20M_mix_Bmap_CLBGA_0-1_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2856","20M_mix_Bmap_CLBGA_0-1_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2857","20M_mix_Bmap_CLBGA_0-1_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2858","20M_mix_Bmap_CLBGA_0-1_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2859","20M_mix_Bmap_CLBGA_0-1_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2860","20M_mix_Bmap_CLBGA_0-1_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2861","20M_mix_Bmap_CLBGA_0-1_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"2862","20M_mix_Bmap_CLBGA_0-1_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
